"","station","date","variable","value","units","ym"
"34253",18207010002,2016-06-02,"tp",34,"ug/L","201606"
"34254",18207010002,2016-06-02,"tp",46.8,"ug/L","201606"
"34299",4001301602,2016-06-06,"tp",110,"ug/L","201606"
"34300",4001301602,2016-06-06,"tp",126,"ug/L","201606"
"34345",4001301702,2016-06-06,"tp",81,"ug/L","201606"
"34346",4001301702,2016-06-06,"tp",92,"ug/L","201606"
"34391",4001302502,2016-06-06,"tp",85,"ug/L","201606"
"34392",4001302502,2016-06-06,"tp",112,"ug/L","201606"
"34438",4001302902,2016-06-06,"tp",100,"ug/L","201606"
"34439",4001302902,2016-06-06,"tp",110,"ug/L","201606"
"34485",4001304102,2016-06-06,"tp",28,"ug/L","201606"
"34486",4001304102,2016-06-06,"tp",35.6,"ug/L","201606"
"34531",4001304402,2016-06-06,"tp",30,"ug/L","201606"
"34532",4001304402,2016-06-06,"tp",42.8,"ug/L","201606"
"34577",4001304702,2016-06-06,"tp",101,"ug/L","201606"
"34578",4001304702,2016-06-06,"tp",98,"ug/L","201606"
"34623",4001306302,2016-06-06,"tp",21,"ug/L","201606"
"34624",4001306302,2016-06-06,"tp",24.4,"ug/L","201606"
"34670",4001306402,2016-06-06,"tp",24,"ug/L","201606"
"34671",4001306402,2016-06-06,"tp",32.2,"ug/L","201606"
"34717",16018403502,2016-06-06,"tp",74,"ug/L","201606"
"34718",16018403502,2016-06-06,"tp",142,"ug/L","201606"
"34740",16010900702,2016-06-07,"tp",117,"ug/L","201606"
"34741",16010900702,2016-06-07,"tp",140,"ug/L","201606"
"34779",16010900802,2016-06-07,"tp",87,"ug/L","201606"
"34780",16010900802,2016-06-07,"tp",76,"ug/L","201606"
"34803",16010901002,2016-06-07,"tp",51,"ug/L","201606"
"34804",16010901002,2016-06-07,"tp",68,"ug/L","201606"
"34842",16012401102,2016-06-07,"tp",46,"ug/L","201606"
"34843",16012401102,2016-06-07,"tp",43.8,"ug/L","201606"
"34866",16012401202,2016-06-07,"tp",65,"ug/L","201606"
"34867",16012401202,2016-06-07,"tp",82,"ug/L","201606"
"34883",16012401402,2016-06-07,"tp",25,"ug/L","201606"
"34884",16012401402,2016-06-07,"tp",20.2,"ug/L","201606"
"34922",16015900302,2016-06-07,"tp",40,"ug/L","201606"
"34923",16015900302,2016-06-07,"tp",36.2,"ug/L","201606"
"34946",16015901002,2016-06-07,"tp",19,"ug/L","201606"
"34947",16015901002,2016-06-07,"tp",24.4,"ug/L","201606"
"34985",16016400102,2016-06-07,"tp",83,"ug/L","201606"
"34986",16016400102,2016-06-07,"tp",102,"ug/L","201606"
"35014",6015700102,2016-06-13,"tp",20,"ug/L","201606"
"35015",6015700102,2016-06-13,"tp",28.8,"ug/L","201606"
"35016",6015700102,2016-06-13,"tp",30.2,"ug/L","201606"
"35037",6015700302,2016-06-13,"tp",44,"ug/L","201606"
"35038",6015700302,2016-06-13,"tp",48.6,"ug/L","201606"
"35039",6015700302,2016-06-13,"tp",80,"ug/L","201606"
"35064",6015900102,2016-06-13,"tp",150,"ug/L","201606"
"35065",6015900102,2016-06-13,"tp",112,"ug/L","201606"
"35066",6015900102,2016-06-13,"tp",156,"ug/L","201606"
"35087",6016300102,2016-06-13,"tp",30,"ug/L","201606"
"35088",6016300102,2016-06-13,"tp",34.2,"ug/L","201606"
"35089",6016300102,2016-06-13,"tp",35.4,"ug/L","201606"
"35114",6016400102,2016-06-13,"tp",21,"ug/L","201606"
"35115",6016400102,2016-06-13,"tp",21.4,"ug/L","201606"
"35116",6016400102,2016-06-13,"tp",22,"ug/L","201606"
"35137",6017200102,2016-06-13,"tp",18,"ug/L","201606"
"35138",6017200102,2016-06-13,"tp",23.2,"ug/L","201606"
"35139",6017200102,2016-06-13,"tp",23.8,"ug/L","201606"
"35177",8005600102,2016-06-13,"tp",12,"ug/L","201606"
"35178",8005600102,2016-06-13,"tp",15.6,"ug/L","201606"
"35224",8005600202,2016-06-13,"tp",18,"ug/L","201606"
"35225",8005600202,2016-06-13,"tp",19.6,"ug/L","201606"
"35271",8005600302,2016-06-13,"tp",23,"ug/L","201606"
"35272",8005600302,2016-06-13,"tp",29.4,"ug/L","201606"
"35317",8005600902,2016-06-13,"tp",89,"ug/L","201606"
"35318",8005600902,2016-06-13,"tp",152,"ug/L","201606"
"35342",8005602002,2016-06-13,"tp",28,"ug/L","201606"
"35343",8005602002,2016-06-13,"tp",35.8,"ug/L","201606"
"35359",8005603502,2016-06-13,"tp",22,"ug/L","201606"
"35360",8005603502,2016-06-13,"tp",27.8,"ug/L","201606"
"35376",8005603702,2016-06-13,"tp",14,"ug/L","201606"
"35377",8005603702,2016-06-13,"tp",18.4,"ug/L","201606"
"35393",8005603802,2016-06-13,"tp",17,"ug/L","201606"
"35394",8005603802,2016-06-13,"tp",18.8,"ug/L","201606"
"35432",8005603902,2016-06-13,"tp",29,"ug/L","201606"
"35433",8005603902,2016-06-13,"tp",40.4,"ug/L","201606"
"35457",8005604102,2016-06-13,"tp",19,"ug/L","201606"
"35458",8005604102,2016-06-13,"tp",22.4,"ug/L","201606"
"35496",8007600102,2016-06-13,"tp",13,"ug/L","201606"
"35497",8007600102,2016-06-13,"tp",12.8,"ug/L","201606"
"35521",8007600202,2016-06-13,"tp",17,"ug/L","201606"
"35522",8007600202,2016-06-13,"tp",18.8,"ug/L","201606"
"35559",8010300102,2016-06-13,"tp",12,"ug/L","201606"
"35560",8010300102,2016-06-13,"tp",16.8,"ug/L","201606"
"35583",8010700502,2016-06-13,"tp",16,"ug/L","201606"
"35584",8010700502,2016-06-13,"tp",21.4,"ug/L","201606"
"35599",8012300202,2016-06-13,"tp",13,"ug/L","201606"
"35600",8012300202,2016-06-13,"tp",12,"ug/L","201606"
"35637",8012303002,2016-06-13,"tp",16,"ug/L","201606"
"35638",8012303002,2016-06-13,"tp",17.8,"ug/L","201606"
"35661",8012304402,2016-06-13,"tp",26,"ug/L","201606"
"35662",8012304402,2016-06-13,"tp",29,"ug/L","201606"
"35677",8012305602,2016-06-13,"tp",30,"ug/L","201606"
"35678",8012305602,2016-06-13,"tp",47.6,"ug/L","201606"
"35693",8012305902,2016-06-13,"tp",86,"ug/L","201606"
"35694",8012305902,2016-06-13,"tp",29.8,"ug/L","201606"
"35715",17000600102,2016-06-13,"tp",63,"ug/L","201606"
"35716",17000600102,2016-06-13,"tp",76,"ug/L","201606"
"35717",17000600102,2016-06-13,"tp",78,"ug/L","201606"
"35738",17000800102,2016-06-13,"tp",20,"ug/L","201606"
"35739",17000800102,2016-06-13,"tp",22.8,"ug/L","201606"
"35740",17000800102,2016-06-13,"tp",22.8,"ug/L","201606"
"35783",17000800202,2016-06-13,"tp",96,"ug/L","201606"
"35784",17000800202,2016-06-13,"tp",78,"ug/L","201606"
"35785",17000800202,2016-06-13,"tp",86,"ug/L","201606"
"35815",17000900102,2016-06-13,"tp",42,"ug/L","201606"
"35816",17000900102,2016-06-13,"tp",28.8,"ug/L","201606"
"35817",17000900102,2016-06-13,"tp",31.4,"ug/L","201606"
"35839",17001400102,2016-06-13,"tp",68,"ug/L","201606"
"35840",17001400102,2016-06-13,"tp",72,"ug/L","201606"
"35841",17001400102,2016-06-13,"tp",76,"ug/L","201606"
"35862",17001600102,2016-06-13,"tp",75,"ug/L","201606"
"35863",17001600102,2016-06-13,"tp",94,"ug/L","201606"
"35864",17001600102,2016-06-13,"tp",98,"ug/L","201606"
"35900",17002102102,2016-06-13,"tp",14,"ug/L","201606"
"35901",17002102102,2016-06-13,"tp",15,"ug/L","201606"
"35944",17002102302,2016-06-13,"tp",9,"ug/L","201606"
"35945",17002102302,2016-06-13,"tp",10.4,"ug/L","201606"
"35988",17002102502,2016-06-13,"tp",7,"ug/L","201606"
"35989",17002102502,2016-06-13,"tp",10.2,"ug/L","201606"
"36032",17002104102,2016-06-13,"tp",18,"ug/L","201606"
"36033",17002104102,2016-06-13,"tp",28.8,"ug/L","201606"
"36076",17002105402,2016-06-13,"tp",8,"ug/L","201606"
"36077",17002105402,2016-06-13,"tp",12.2,"ug/L","201606"
"36120",17002107402,2016-06-13,"tp",18,"ug/L","201606"
"36121",17002107402,2016-06-13,"tp",22.4,"ug/L","201606"
"36164",17002107502,2016-06-13,"tp",6,"ug/L","201606"
"36165",17002107502,2016-06-13,"tp",7.6,"ug/L","201606"
"36208",17002111902,2016-06-13,"tp",17,"ug/L","201606"
"36209",17002111902,2016-06-13,"tp",20.6,"ug/L","201606"
"36252",17002113002,2016-06-13,"tp",29,"ug/L","201606"
"36253",17002113002,2016-06-13,"tp",35.4,"ug/L","201606"
"36296",17002113602,2016-06-13,"tp",32,"ug/L","201606"
"36297",17002113602,2016-06-13,"tp",36.2,"ug/L","201606"
"36340",17002113702,2016-06-13,"tp",47,"ug/L","201606"
"36341",17002113702,2016-06-13,"tp",44.4,"ug/L","201606"
"36386",18003300302,2016-06-13,"tp",28,"ug/L","201606"
"36387",18003300302,2016-06-13,"tp",40.2,"ug/L","201606"
"36433",18003300802,2016-06-13,"tp",16,"ug/L","201606"
"36434",18003300802,2016-06-13,"tp",19.2,"ug/L","201606"
"36458",18003302302,2016-06-13,"tp",13,"ug/L","201606"
"36459",18003302302,2016-06-13,"tp",18.6,"ug/L","201606"
"36475",18003302602,2016-06-13,"tp",16,"ug/L","201606"
"36476",18003302602,2016-06-13,"tp",24.2,"ug/L","201606"
"36492",18003302902,2016-06-13,"tp",25,"ug/L","201606"
"36493",18003302902,2016-06-13,"tp",32,"ug/L","201606"
"36509",18003303102,2016-06-13,"tp",34,"ug/L","201606"
"36510",18003303102,2016-06-13,"tp",44,"ug/L","201606"
"36548",18003303402,2016-06-13,"tp",26,"ug/L","201606"
"36549",18003303402,2016-06-13,"tp",28,"ug/L","201606"
"36595",18003303502,2016-06-13,"tp",23,"ug/L","201606"
"36596",18003303502,2016-06-13,"tp",29.8,"ug/L","201606"
"36620",18003303702,2016-06-13,"tp",36,"ug/L","201606"
"36621",18003303702,2016-06-13,"tp",42.6,"ug/L","201606"
"36659",18003303602,2016-06-13,"tp",34,"ug/L","201606"
"36660",18003303602,2016-06-13,"tp",49.8,"ug/L","201606"
"36704",3001500202,2016-06-14,"tp",18,"ug/L","201606"
"36705",3001500202,2016-06-14,"tp",19.8,"ug/L","201606"
"36748",3001600302,2016-06-14,"tp",23,"ug/L","201606"
"36749",3001600302,2016-06-14,"tp",25,"ug/L","201606"
"36792",3001700202,2016-06-14,"tp",11,"ug/L","201606"
"36793",3001700202,2016-06-14,"tp",8.6,"ug/L","201606"
"36836",3003000202,2016-06-14,"tp",9,"ug/L","201606"
"36837",3003000202,2016-06-14,"tp",8.4,"ug/L","201606"
"36880",3003600502,2016-06-14,"tp",6,"ug/L","201606"
"36881",3003600502,2016-06-14,"tp",10.8,"ug/L","201606"
"36924",3003600902,2016-06-14,"tp",7,"ug/L","201606"
"36925",3003600902,2016-06-14,"tp",6,"ug/L","201606"
"36968",3003601002,2016-06-14,"tp",10,"ug/L","201606"
"36969",3003601002,2016-06-14,"tp",12.4,"ug/L","201606"
"37014",6011700202,2016-06-14,"tp",12,"ug/L","201606"
"37015",6011700202,2016-06-14,"tp",14.6,"ug/L","201606"
"37061",6011700302,2016-06-14,"tp",13,"ug/L","201606"
"37062",6011700302,2016-06-14,"tp",10.2,"ug/L","201606"
"37086",6011800102,2016-06-14,"tp",16,"ug/L","201606"
"37087",6011800102,2016-06-14,"tp",17.2,"ug/L","201606"
"37125",6012900102,2016-06-14,"tp",53,"ug/L","201606"
"37126",6012900102,2016-06-14,"tp",23,"ug/L","201606"
"37150",6012900202,2016-06-14,"tp",16,"ug/L","201606"
"37151",6012900202,2016-06-14,"tp",14.6,"ug/L","201606"
"37167",6012900502,2016-06-14,"tp",13,"ug/L","201606"
"37168",6012900502,2016-06-14,"tp",14.4,"ug/L","201606"
"37206",6013000102,2016-06-14,"tp",12,"ug/L","201606"
"37207",6013000102,2016-06-14,"tp",15.4,"ug/L","201606"
"37253",6013300402,2016-06-14,"tp",46,"ug/L","201606"
"37254",6013300402,2016-06-14,"tp",51.6,"ug/L","201606"
"37278",6013300502,2016-06-14,"tp",16,"ug/L","201606"
"37279",6013300502,2016-06-14,"tp",19.2,"ug/L","201606"
"37294",8012304802,2016-06-14,"tp",19,"ug/L","201606"
"37295",8012304802,2016-06-14,"tp",20.6,"ug/L","201606"
"37310",8012305002,2016-06-14,"tp",7,"ug/L","201606"
"37311",8012305002,2016-06-14,"tp",6.4,"ug/L","201606"
"37348",8012305102,2016-06-14,"tp",16,"ug/L","201606"
"37349",8012305102,2016-06-14,"tp",16,"ug/L","201606"
"37372",8012305202,2016-06-14,"tp",13,"ug/L","201606"
"37373",8012305202,2016-06-14,"tp",14,"ug/L","201606"
"37410",8012305302,2016-06-14,"tp",6,"ug/L","201606"
"37411",8012305302,2016-06-14,"tp",4.4,"ug/L","201606"
"37434",8012305702,2016-06-14,"tp",7,"ug/L","201606"
"37435",8012305702,2016-06-14,"tp",6,"ug/L","201606"
"37450",8012305802,2016-06-14,"tp",7,"ug/L","201606"
"37451",8012305802,2016-06-14,"tp",4,"ug/L","201606"
"37487",8013500302,2016-06-14,"tp",16,"ug/L","201606"
"37488",8013500302,2016-06-14,"tp",17,"ug/L","201606"
"37531",8013500502,2016-06-14,"tp",17,"ug/L","201606"
"37532",8013500502,2016-06-14,"tp",17.2,"ug/L","201606"
"37575",8013500602,2016-06-14,"tp",8,"ug/L","201606"
"37576",8013500602,2016-06-14,"tp",6.4,"ug/L","201606"
"37625",17003100102,2016-06-14,"tp",16,"ug/L","201606"
"37626",17003100102,2016-06-14,"tp",18.8,"ug/L","201606"
"37627",17003100102,2016-06-14,"tp",20.4,"ug/L","201606"
"37677",17003500202,2016-06-14,"tp",25,"ug/L","201606"
"37678",17003500202,2016-06-14,"tp",32,"ug/L","201606"
"37679",17003500202,2016-06-14,"tp",32.6,"ug/L","201606"
"37729",17003500402,2016-06-14,"tp",24,"ug/L","201606"
"37730",17003500402,2016-06-14,"tp",26.6,"ug/L","201606"
"37731",17003500402,2016-06-14,"tp",27,"ug/L","201606"
"37752",3004700102,2016-06-15,"tp",14,"ug/L","201606"
"37753",3004700102,2016-06-15,"tp",14,"ug/L","201606"
"37766",3004900102,2016-06-15,"tp",12,"ug/L","201606"
"37767",3004900102,2016-06-15,"tp",10,"ug/L","201606"
"37805",3005300102,2016-06-15,"tp",7,"ug/L","201606"
"37806",3005300102,2016-06-15,"tp",5,"ug/L","201606"
"37827",3005400102,2016-06-15,"tp",9,"ug/L","201606"
"37828",3005400102,2016-06-15,"tp",8.8,"ug/L","201606"
"37866",3005700702,2016-06-15,"tp",26,"ug/L","201606"
"37867",3005700702,2016-06-15,"tp",27.2,"ug/L","201606"
"37888",3005701002,2016-06-15,"tp",14,"ug/L","201606"
"37889",3005701002,2016-06-15,"tp",17.2,"ug/L","201606"
"37902",3005702102,2016-06-15,"tp",12,"ug/L","201606"
"37903",3005702102,2016-06-15,"tp",9.4,"ug/L","201606"
"37941",3005702502,2016-06-15,"tp",33,"ug/L","201606"
"37942",3005702502,2016-06-15,"tp",24,"ug/L","201606"
"37988",3005702802,2016-06-15,"tp",8,"ug/L","201606"
"37989",3005702802,2016-06-15,"tp",4,"ug/L","201606"
"38010",3005702902,2016-06-15,"tp",18,"ug/L","201606"
"38011",3005702902,2016-06-15,"tp",18.4,"ug/L","201606"
"38049",3005703002,2016-06-15,"tp",12,"ug/L","201606"
"38050",3005703002,2016-06-15,"tp",10,"ug/L","201606"
"38095",3005703102,2016-06-15,"tp",43,"ug/L","201606"
"38096",3005703102,2016-06-15,"tp",41.2,"ug/L","201606"
"38117",3005703202,2016-06-15,"tp",27,"ug/L","201606"
"38118",3005703202,2016-06-15,"tp",31.2,"ug/L","201606"
"38131",3005703302,2016-06-15,"tp",19,"ug/L","201606"
"38132",3005703302,2016-06-15,"tp",18,"ug/L","201606"
"38145",3005703402,2016-06-15,"tp",29,"ug/L","201606"
"38146",3005703402,2016-06-15,"tp",35,"ug/L","201606"
"38159",3005703502,2016-06-15,"tp",16,"ug/L","201606"
"38160",3005703502,2016-06-15,"tp",15.8,"ug/L","201606"
"38173",3005703602,2016-06-15,"tp",52,"ug/L","201606"
"38174",3005703602,2016-06-15,"tp",40.4,"ug/L","201606"
"38187",3005703702,2016-06-15,"tp",187,"ug/L","201606"
"38188",3005703702,2016-06-15,"tp",168,"ug/L","201606"
"38226",3013301302,2016-06-15,"tp",16,"ug/L","201606"
"38227",3013301302,2016-06-15,"tp",19.2,"ug/L","201606"
"38273",3013301902,2016-06-15,"tp",18,"ug/L","201606"
"38274",3013301902,2016-06-15,"tp",17.4,"ug/L","201606"
"38320",3013302302,2016-06-15,"tp",13,"ug/L","201606"
"38321",3013302302,2016-06-15,"tp",11.6,"ug/L","201606"
"38367",3013303002,2016-06-15,"tp",30,"ug/L","201606"
"38368",3013303002,2016-06-15,"tp",34.4,"ug/L","201606"
"38414",18000036002,2016-06-15,"tp",13,"ug/L","201606"
"38415",18000036002,2016-06-15,"tp",15.6,"ug/L","201606"
"38461",18607002002,2016-06-15,"tp",11,"ug/L","201606"
"38462",18607002002,2016-06-15,"tp",9,"ug/L","201606"
"38508",18607006002,2016-06-15,"tp",16,"ug/L","201606"
"38509",18607006002,2016-06-15,"tp",15.6,"ug/L","201606"
"38555",18607008002,2016-06-15,"tp",12,"ug/L","201606"
"38556",18607008002,2016-06-15,"tp",9.8,"ug/L","201606"
"38595",6009701802,2016-06-20,"tp",45,"ug/L","201606"
"38596",6009701802,2016-06-20,"tp",51.6,"ug/L","201606"
"38634",6010400102,2016-06-20,"tp",24,"ug/L","201606"
"38635",6010400102,2016-06-20,"tp",26.8,"ug/L","201606"
"38673",6010400802,2016-06-20,"tp",21,"ug/L","201606"
"38674",6010400802,2016-06-20,"tp",25.6,"ug/L","201606"
"38718",6018000202,2016-06-20,"tp",29,"ug/L","201606"
"38719",6018000202,2016-06-20,"tp",32.2,"ug/L","201606"
"38764",6018000302,2016-06-20,"tp",25,"ug/L","201606"
"38765",6018000302,2016-06-20,"tp",31.2,"ug/L","201606"
"38811",6018300202,2016-06-20,"tp",166,"ug/L","201606"
"38812",6018300202,2016-06-20,"tp",140,"ug/L","201606"
"38832",16018406702,2016-06-20,"tp",22,"ug/L","201606"
"38833",16018406702,2016-06-20,"tp",36.8,"ug/L","201606"
"38871",11000100502,2016-06-20,"tp",31,"ug/L","201606"
"38872",11000100502,2016-06-20,"tp",42.2,"ug/L","201606"
"38915",11000100702,2016-06-20,"tp",107,"ug/L","201606"
"38916",11000100702,2016-06-20,"tp",145,"ug/L","201606"
"38959",11000101202,2016-06-20,"tp",76,"ug/L","201606"
"38960",11000101202,2016-06-20,"tp",110,"ug/L","201606"
"39002",11000101302,2016-06-20,"tp",645,"ug/L","201606"
"39003",11000101302,2016-06-20,"tp",747,"ug/L","201606"
"39047",12000200102,2016-06-20,"tp",18,"ug/L","201606"
"39048",12000200102,2016-06-20,"tp",23.4,"ug/L","201606"
"39094",12000200402,2016-06-20,"tp",83,"ug/L","201606"
"39095",12000200402,2016-06-20,"tp",90,"ug/L","201606"
"39118",12000200902,2016-06-20,"tp",48,"ug/L","201606"
"39119",12000200902,2016-06-20,"tp",55.8,"ug/L","201606"
"39155",16008700502,2016-06-20,"tp",102,"ug/L","201606"
"39156",16008700502,2016-06-20,"tp",116,"ug/L","201606"
"39198",16008700602,2016-06-20,"tp",43,"ug/L","201606"
"39199",16008700602,2016-06-20,"tp",62,"ug/L","201606"
"39242",16008701002,2016-06-20,"tp",228,"ug/L","201606"
"39284",16008701502,2016-06-20,"tp",82,"ug/L","201606"
"39285",16008701502,2016-06-20,"tp",98,"ug/L","201606"
"39329",16018403402,2016-06-20,"tp",16,"ug/L","201606"
"39330",16018403402,2016-06-20,"tp",21.8,"ug/L","201606"
"39376",16018403602,2016-06-20,"tp",25,"ug/L","201606"
"39377",16018403602,2016-06-20,"tp",29.4,"ug/L","201606"
"39398",16018403702,2016-06-20,"tp",13,"ug/L","201606"
"39399",16018403702,2016-06-20,"tp",14.4,"ug/L","201606"
"39414",16018407502,2016-06-20,"tp",37,"ug/L","201606"
"39415",16018407502,2016-06-20,"tp",59.8,"ug/L","201606"
"39430",16018407702,2016-06-20,"tp",52,"ug/L","201606"
"39431",16018407702,2016-06-20,"tp",61.6,"ug/L","201606"
"39446",16018409002,2016-06-20,"tp",22,"ug/L","201606"
"39447",16018409002,2016-06-20,"tp",35,"ug/L","201606"
"39462",16018409102,2016-06-20,"tp",26,"ug/L","201606"
"39463",16018409102,2016-06-20,"tp",37.4,"ug/L","201606"
"39478",16018409902,2016-06-20,"tp",15,"ug/L","201606"
"39479",16018409902,2016-06-20,"tp",19,"ug/L","201606"
"39494",16018410202,2016-06-20,"tp",14,"ug/L","201606"
"39495",16018410202,2016-06-20,"tp",16,"ug/L","201606"
"39510",16018410402,2016-06-20,"tp",12,"ug/L","201606"
"39511",16018410402,2016-06-20,"tp",18.8,"ug/L","201606"
"39526",16018412602,2016-06-20,"tp",13,"ug/L","201606"
"39527",16018412602,2016-06-20,"tp",16,"ug/L","201606"
"39542",16018413102,2016-06-20,"tp",11,"ug/L","201606"
"39543",16018413102,2016-06-20,"tp",14.4,"ug/L","201606"
"39589",17002600102,2016-06-20,"tp",15,"ug/L","201606"
"39590",17002600102,2016-06-20,"tp",19.2,"ug/L","201606"
"39591",17002600102,2016-06-20,"tp",19.4,"ug/L","201606"
"39643",17002600202,2016-06-20,"tp",13,"ug/L","201606"
"39644",17002600202,2016-06-20,"tp",16.8,"ug/L","201606"
"39645",17002600202,2016-06-20,"tp",16.8,"ug/L","201606"
"39697",17002600302,2016-06-20,"tp",13,"ug/L","201606"
"39698",17002600302,2016-06-20,"tp",16.2,"ug/L","201606"
"39699",17002600302,2016-06-20,"tp",16.6,"ug/L","201606"
"39751",17002600402,2016-06-20,"tp",16,"ug/L","201606"
"39752",17002600402,2016-06-20,"tp",18,"ug/L","201606"
"39753",17002600402,2016-06-20,"tp",18.6,"ug/L","201606"
"39805",17002600602,2016-06-20,"tp",14,"ug/L","201606"
"39806",17002600602,2016-06-20,"tp",15.6,"ug/L","201606"
"39807",17002600602,2016-06-20,"tp",15.6,"ug/L","201606"
"39859",17002600702,2016-06-20,"tp",19,"ug/L","201606"
"39860",17002600702,2016-06-20,"tp",24.2,"ug/L","201606"
"39861",17002600702,2016-06-20,"tp",24.8,"ug/L","201606"
"39913",17002601002,2016-06-20,"tp",15,"ug/L","201606"
"39914",17002601002,2016-06-20,"tp",15.8,"ug/L","201606"
"39915",17002601002,2016-06-20,"tp",16.4,"ug/L","201606"
"39959",17002601101,2016-06-20,"tp",10,"ug/L","201606"
"39960",17002601101,2016-06-20,"tp",16.8,"ug/L","201606"
"39961",17002601101,2016-06-20,"tp",17.6,"ug/L","201606"
"40005",17002601202,2016-06-20,"tp",24,"ug/L","201606"
"40006",17002601202,2016-06-20,"tp",29.8,"ug/L","201606"
"40007",17002601202,2016-06-20,"tp",31.2,"ug/L","201606"
"40050",17002601302,2016-06-20,"tp",19,"ug/L","201606"
"40051",17002601302,2016-06-20,"tp",38.6,"ug/L","201606"
"40052",17002601302,2016-06-20,"tp",38.8,"ug/L","201606"
"40096",17002601902,2016-06-20,"tp",21,"ug/L","201606"
"40097",17002601902,2016-06-20,"tp",20.2,"ug/L","201606"
"40098",17002601902,2016-06-20,"tp",25.6,"ug/L","201606"
"40140",17002602302,2016-06-20,"tp",14,"ug/L","201606"
"40141",17002602302,2016-06-20,"tp",20,"ug/L","201606"
"40142",17002602302,2016-06-20,"tp",20.6,"ug/L","201606"
"40188",17003700302,2016-06-20,"tp",18,"ug/L","201606"
"40189",17003700302,2016-06-20,"tp",23.4,"ug/L","201606"
"40233",4001000302,2016-06-21,"tp",224,"ug/L","201606"
"40234",4001000302,2016-06-21,"tp",384,"ug/L","201606"
"40255",4001305702,2016-06-21,"tp",25,"ug/L","201606"
"40256",4001305702,2016-06-21,"tp",30.6,"ug/L","201606"
"40271",4001305802,2016-06-21,"tp",53,"ug/L","201606"
"40272",4001305802,2016-06-21,"tp",78,"ug/L","201606"
"40287",4001308102,2016-06-21,"tp",46,"ug/L","201606"
"40288",4001308102,2016-06-21,"tp",58,"ug/L","201606"
"40325",4001308202,2016-06-21,"tp",77,"ug/L","201606"
"40326",4001308202,2016-06-21,"tp",82,"ug/L","201606"
"40370",4001308302,2016-06-21,"tp",87,"ug/L","201606"
"40371",4001308302,2016-06-21,"tp",116,"ug/L","201606"
"40393",4001311002,2016-06-21,"tp",116,"ug/L","201606"
"40394",4001311002,2016-06-21,"tp",170,"ug/L","201606"
"40430",6002400102,2016-06-21,"tp",113,"ug/L","201606"
"40431",6002400102,2016-06-21,"tp",126,"ug/L","201606"
"40474",6002400902,2016-06-21,"tp",167,"ug/L","201606"
"40475",6002400902,2016-06-21,"tp",185,"ug/L","201606"
"40518",6003800102,2016-06-21,"tp",108,"ug/L","201606"
"40519",6003800102,2016-06-21,"tp",135,"ug/L","201606"
"40561",6005000202,2016-06-21,"tp",22,"ug/L","201606"
"40562",6005000202,2016-06-21,"tp",21.6,"ug/L","201606"
"40607",6006000702,2016-06-21,"tp",10,"ug/L","201606"
"40608",6006000702,2016-06-21,"tp",11,"ug/L","201606"
"40654",6006000802,2016-06-21,"tp",12,"ug/L","201606"
"40655",6006000802,2016-06-21,"tp",14,"ug/L","201606"
"40701",6006100102,2016-06-21,"tp",57,"ug/L","201606"
"40702",6006100102,2016-06-21,"tp",68,"ug/L","201606"
"40748",6006300102,2016-06-21,"tp",13,"ug/L","201606"
"40749",6006300102,2016-06-21,"tp",15.2,"ug/L","201606"
"40795",6006301102,2016-06-21,"tp",23,"ug/L","201606"
"40796",6006301102,2016-06-21,"tp",25.6,"ug/L","201606"
"40842",6006301202,2016-06-21,"tp",9,"ug/L","201606"
"40843",6006301202,2016-06-21,"tp",8.6,"ug/L","201606"
"40887",6008000702,2016-06-21,"tp",52,"ug/L","201606"
"40888",6008000702,2016-06-21,"tp",66,"ug/L","201606"
"40931",6009701102,2016-06-21,"tp",18,"ug/L","201606"
"40932",6009701102,2016-06-21,"tp",23.6,"ug/L","201606"
"40977",6010800102,2016-06-21,"tp",40,"ug/L","201606"
"40978",6010800102,2016-06-21,"tp",58.6,"ug/L","201606"
"41002",6010800202,2016-06-21,"tp",25,"ug/L","201606"
"41003",6010800202,2016-06-21,"tp",31.6,"ug/L","201606"
"41019",6011100302,2016-06-21,"tp",14,"ug/L","201606"
"41020",6011100302,2016-06-21,"tp",21.4,"ug/L","201606"
"41058",6011100802,2016-06-21,"tp",12,"ug/L","201606"
"41059",6011100802,2016-06-21,"tp",22.6,"ug/L","201606"
"41105",6011200302,2016-06-21,"tp",35,"ug/L","201606"
"41106",6011200302,2016-06-21,"tp",61.2,"ug/L","201606"
"41129",6011200602,2016-06-21,"tp",32,"ug/L","201606"
"41130",6011200602,2016-06-21,"tp",40.4,"ug/L","201606"
"41168",6011600102,2016-06-21,"tp",16,"ug/L","201606"
"41169",6011600102,2016-06-21,"tp",22.8,"ug/L","201606"
"41193",6011600502,2016-06-21,"tp",18,"ug/L","201606"
"41194",6011600502,2016-06-21,"tp",22.2,"ug/L","201606"
"41210",6011600602,2016-06-21,"tp",12,"ug/L","201606"
"41211",6011600602,2016-06-21,"tp",17.2,"ug/L","201606"
"41249",8002100202,2016-06-21,"tp",104,"ug/L","201606"
"41250",8002100202,2016-06-21,"tp",136,"ug/L","201606"
"41273",8002200702,2016-06-21,"tp",60,"ug/L","201606"
"41289",8002201002,2016-06-21,"tp",14,"ug/L","201606"
"41290",8002201002,2016-06-21,"tp",20,"ug/L","201606"
